name,year_published,min_players,max_players,min_playtime,max_playtime,min_age,categories,mechanics,users_rated,average_rating,weight
Ca$h 'n Gun$,2005,4,6,30,30,10,"['Bluffing', 'Card Game', 'Fighting', 'Humor', 'Mafia', 'Negotiation', 'Party Game']","['Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']",10198,6.55182,1.2757
Fort,2020,2,4,20,40,10,['Card Game'],"['Deck, Bag, and Pool Building', 'Follow', 'Hand Management', 'Race', 'Turn Order: Progressive']",10172,7.1066,2.4418
Carcassonne: Expansion 3 – The Princess & The Dragon,2005,2,6,60,60,13,"['Expansion for Base-game', 'City Building', 'Fantasy', 'Medieval', 'Territory Building']","['Area Majority / Influence', 'Take That', 'Tile Placement']",10142,6.80539,1.9933
Xia: Legends of a Drift System,2014,3,5,60,180,12,"['Adventure', 'Exploration', 'Fighting', 'Science Fiction', 'Space Exploration', 'Transportation']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Map Addition', 'Modular Board', 'Pick-up and Deliver', 'Race', 'Roll / Spin and Move', 'Tile Placement', 'Variable Player Powers']",10117,7.85414,3.176
5-Minute Dungeon,2017,2,5,5,30,8,"['Card Game', 'Fantasy', 'Fighting', 'Print & Play', 'Real-time']","['Cooperative Game', 'Elapsed Real Time Ending', 'Hand Management', 'Move Through Deck', 'Real-Time', 'Variable Player Powers']",10092,6.92371,1.1176
Race for the Galaxy: The Gathering Storm,2008,1,5,60,60,12,"['Expansion for Base-game', 'Card Game', 'Civilization', 'Economic', 'Science Fiction', 'Space Exploration']","['Hand Management', 'Simultaneous Action Selection', 'Variable Phase Order', 'Variable Player Powers']",10082,8.08941,2.9905
Dead of Winter: The Long Night,2016,2,5,60,120,14,"['Bluffing', 'Deduction', 'Horror', 'Mature / Adult', 'Science Fiction', 'Zombies']","['Action Points', 'Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Push Your Luck', 'Semi-Cooperative Game', 'Storytelling', 'Traitor Game', 'Variable Player Powers', 'Voting']",10016,7.52346,3.345
Project L,2020,1,4,20,40,8,"['Abstract Strategy', 'Puzzle', 'Video Game Theme']","['Action Points', 'Open Drafting', 'Pattern Building', 'Resource Queue', 'Tile Placement']",9991,7.48629,1.5607
Thebes,2007,2,4,60,60,8,"['Ancient', 'Exploration', 'Travel']","['Point to Point Movement', 'Set Collection', 'Turn Order: Time Track']",9964,7.12535,2.1565
The Manhattan Project,2012,2,5,120,120,13,"['Aviation / Flight', 'Economic', 'Industry / Manufacturing', 'World War II']","['Action Retrieval', 'Closed Drafting', 'Race', 'Take That', 'Worker Placement', 'Worker Placement, Different Worker Types']",9947,7.32107,2.9573
Viscounts of the West Kingdom,2020,1,4,60,90,12,['Medieval'],"['Area Majority / Influence', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Hand Management', 'King of the Hill', 'Modular Board', 'Rondel', 'Set Collection', 'Solo / Solitaire Game', 'Variable Player Powers']",9887,7.83758,3.4567
Kahuna,1998,2,2,30,40,10,['Abstract Strategy'],"['Area Majority / Influence', 'Hand Management', 'Network and Route Building', 'Open Drafting', 'Take That']",9855,6.61291,2.0496
Elysium,2015,2,4,60,60,14,"['Ancient', 'Card Game', 'Mythology']","['Open Drafting', 'Set Collection', 'Take That', 'Turn Order: Claim Action', 'Variable Set-up']",9837,7.1955,2.7731
Reef,2018,2,4,30,45,8,"['Abstract Strategy', 'Animals']","['Hand Management', 'Layering', 'Pattern Building', 'Tile Placement']",9777,7.01669,1.8142
Torres,1999,2,4,60,60,10,"['Abstract Strategy', 'Medieval']","['Action Points', 'Area Majority / Influence', 'Enclosure', 'Grid Movement', 'Hand Management', 'Square Grid', 'Three Dimensional Movement', 'Tile Placement']",9765,7.0878,2.8573
Kingdom Death: Monster,2015,1,4,60,180,17,"['Adventure', 'Fantasy', 'Fighting', 'Horror', 'Mature / Adult', 'Miniatures', 'Mythology']","['Cooperative Game', 'Critical Hits and Failures', 'Dice Rolling', 'Grid Movement', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling']",9753,8.49372,4.2627
The Bloody Inn,2015,1,4,30,60,14,"['Card Game', 'Economic', 'Horror', 'Post-Napoleonic']","['End Game Bonuses', 'Hand Management', 'Income', 'Open Drafting', 'Ownership', 'Simulation', 'Solo / Solitaire Game']",9677,7.06336,2.3605
Cranium,1998,4,99,60,60,13,"['Party Game', 'Puzzle', 'Trivia', 'Word Game']","['Acting', 'Line Drawing', 'Paper-and-Pencil', 'Roll / Spin and Move', 'Singing', 'Team-Based Game']",9669,5.68316,1.4169
Ankh: Gods of Egypt,2021,2,5,90,90,14,"['Ancient', 'Fantasy', 'Fighting', 'Miniatures', 'Mythology']","['Action Retrieval', 'Alliances', 'Area Majority / Influence', 'Auction: Sealed Bid', 'Card Play Conflict Resolution', 'Grid Movement', 'Hexagon Grid', 'Kill Steal', 'Player Elimination', 'Race', 'Tech Trees / Tech Tracks', 'Variable Player Powers']",9627,7.79358,3.112
Pit,1903,3,8,30,90,7,"['Card Game', 'Economic', 'Party Game']","['Commodity Speculation', 'Negotiation', 'Real-Time', 'Set Collection', 'Trading']",9616,6.39164,1.1548
Clank! Legacy: Acquisitions Incorporated,2019,2,4,90,120,13,"['Adventure', 'Fantasy', 'Miniatures']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'End Game Bonuses', 'Events', 'Legacy Game', 'Map Addition', 'Movement Points', 'Narrative Choice / Paragraph', 'Once-Per-Game Abilities', 'Open Drafting', 'Pick-up and Deliver', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Variable Player Powers', 'Variable Set-up']",9615,8.53194,2.7347
Ubongo,2003,1,4,25,25,8,"['Puzzle', 'Real-time']","['Grid Coverage', 'Pattern Building', 'Real-Time', 'Set Collection']",9584,6.68552,1.5088
Endeavor,2009,3,5,90,90,12,"['Exploration', 'Nautical', 'Renaissance']","['Area Majority / Influence', 'Hand Management', 'Open Drafting', 'Set Collection', 'Tech Trees / Tech Tracks']",9562,7.37608,2.9092
Sky Team,2023,2,2,15,15,12,['Aviation / Flight'],"['Communication Limits', 'Cooperative Game', 'Dice Rolling', 'Scenario / Mission / Campaign Game', 'Worker Placement with Dice Workers']",9646,8.19546,2.0398
The White Castle,2023,1,4,80,80,12,"['Dice', 'Economic']","['Action Drafting', 'Dice Rolling', 'Multi-Use Cards', 'Open Drafting', 'Solo / Solitaire Game', 'Variable Set-up', 'Worker Placement', 'Worker Placement with Dice Workers']",9626,7.98136,3.03
Ghost Blitz,2010,2,8,20,20,8,"['Action / Dexterity', 'Card Game', ""Children's Game"", 'Real-time']","['Pattern Recognition', 'Speed Matching']",9533,6.70835,1.142
Arkham Horror (Third Edition),2018,1,6,120,180,14,"['Adventure', 'Fighting', 'Horror', 'Novel-based']","['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Point to Point Movement', 'Stat Check Resolution', 'Variable Player Powers']",9531,7.69153,3.3481
Loopin' Louie,1992,2,4,10,10,4,"['Action / Dexterity', 'Animals', 'Aviation / Flight', ""Children's Game"", 'Electronic', 'Movies / TV / Radio theme', 'Real-time']","['Player Elimination', 'Real-Time']",9528,6.74568,1.0525
Unstable Unicorns,2017,2,8,30,60,8,"['Card Game', 'Humor', 'Party Game']","['Hand Management', 'Set Collection', 'Take That']",9528,6.24354,1.4972
Carnegie,2022,1,4,90,120,12,"['Economic', 'Industry / Manufacturing', 'Post-Napoleonic']","['Action Retrieval', 'Area Movement', 'Connections', 'End Game Bonuses', 'Follow', 'Grid Movement', 'Income', 'Movement Points', 'Network and Route Building', 'Resource to Move', 'Solo / Solitaire Game', 'Square Grid', 'Tech Trees / Tech Tracks', 'Turn Order: Progressive', 'Variable Phase Order', 'Worker Placement, Different Worker Types']",9525,8.01684,3.8126
Endeavor: Age of Sail,2018,2,5,60,90,13,"['Exploration', 'Nautical', 'Renaissance']","['Area Majority / Influence', 'Open Drafting', 'Point to Point Movement', 'Set Collection', 'Tech Trees / Tech Tracks']",9481,7.88185,2.8453
Morels,2012,2,2,30,30,10,"['Card Game', 'Educational']","['Hand Management', 'Open Drafting', 'Set Collection']",9386,6.98672,1.7367
BattleLore,2006,2,2,60,60,10,"['Fantasy', 'Medieval', 'Miniatures', 'Wargame']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Variable Player Powers']",9380,7.34914,2.7655
Forbidden Stars,2015,2,4,120,180,14,"['Bluffing', 'Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Order Counters', 'Variable Player Powers']",9361,7.97764,3.8359
Fury of Dracula (Second Edition),2005,2,5,180,180,10,"['Adventure', 'Deduction', 'Fighting', 'Horror', 'Novel-based']","['Dice Rolling', 'Hidden Movement', 'Point to Point Movement', 'Secret Unit Deployment', 'Team-Based Game', 'Variable Player Powers']",9342,7.09076,2.9532
1960: The Making of the President,2007,2,2,90,120,12,['Political'],"['Action/Event', 'Area Majority / Influence', 'Campaign / Battle Card Driven', 'Hand Management', 'Simulation']",9338,7.62164,3.2026
Amun-Re,2003,3,5,90,90,12,"['Ancient', 'Economic']","['Area Majority / Influence', 'Auction: Fixed Placement', 'Auction/Bidding', 'Constrained Bidding', 'Score-and-Reset Game']",9325,7.28959,3.0308
Glen More,2010,2,5,60,60,13,"['City Building', 'Economic', 'Farming']","['Commodity Speculation', 'Dice Rolling', 'Rondel', 'Set Collection', 'Tile Placement', 'Track Movement', 'Turn Order: Time Track']",9319,7.29812,2.6672
Tyrants of the Underdark,2016,2,4,60,60,14,"['Fantasy', 'Fighting']","['Area Majority / Influence', 'Connections', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Take That', 'Variable Set-up', 'Zone of Control']",9328,7.90814,2.5472
Dungeons & Dragons: Castle Ravenloft Board Game,2010,1,5,60,60,12,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Horror', 'Miniatures']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers']",9308,6.97911,2.5016
Navegador,2010,2,5,60,90,12,"['Economic', 'Exploration', 'Nautical', 'Renaissance']","['Advantage Token', 'Area Movement', 'Market', 'Rondel']",9308,7.5368,3.0829
"Unmatched: Battle of Legends, Volume One",2019,2,4,20,40,9,"['Card Game', 'Fantasy', 'Fighting', 'Mythology', 'Novel-based']","['Action Points', 'Campaign / Battle Card Driven', 'Card Play Conflict Resolution', 'Hand Management', 'Line of Sight', 'Player Elimination', 'Point to Point Movement', 'Team-Based Game', 'Variable Player Powers']",9289,7.73043,1.9191
Connect Four,1974,2,2,10,10,6,"['Abstract Strategy', ""Children's Game""]",['Pattern Building'],9280,4.96879,1.1917
Ticket to Ride: Märklin,2006,2,5,30,60,8,"['Trains', 'Transportation']","['Hand Management', 'Network and Route Building', 'Open Drafting', 'Point to Point Movement', 'Set Collection']",9217,7.41047,2.2436
Ricochet Robots,1999,1,99,30,30,10,"['Abstract Strategy', 'Maze', 'Puzzle', 'Real-time']","['Grid Movement', 'Modular Board', 'Real-Time', 'Square Grid', 'Turn Order: Stat-Based', 'Variable Set-up']",9205,7.02889,2.383
Deus,2014,2,4,60,90,14,"['Civilization', 'Mythology']","['Area Majority / Influence', 'End Game Bonuses', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Network and Route Building', 'Victory Points as a Resource']",9186,7.27662,2.8245
Altiplano,2017,2,5,60,120,12,['Economic'],"['Action Points', 'Contracts', 'Deck, Bag, and Pool Building', 'Modular Board', 'Open Drafting', 'Tile Placement', 'Turn Order: Progressive', 'Variable Player Powers', 'Variable Set-up', 'Worker Placement']",9182,7.45895,3.2894
Flick 'em Up!,2015,2,10,30,45,7,"['Action / Dexterity', 'American West', 'Fighting']","['Flicking', 'Pick-up and Deliver', 'Team-Based Game']",9177,6.85318,1.33
Planet Unknown,2022,1,6,60,80,10,"['City Building', 'Industry / Manufacturing', 'Puzzle', 'Science Fiction', 'Space Exploration', 'Territory Building']","['Events', 'Grid Coverage', 'Hidden Victory Points', 'Map Addition', 'Network and Route Building', 'Open Drafting', 'Pattern Building', 'Rondel', 'Simultaneous Action Selection', 'Square Grid', 'Sudden Death Ending', 'Tags', 'Tech Trees / Tech Tracks', 'Tile Placement', 'Turn Order: Progressive', 'Variable Player Powers']",9181,7.81576,2.2146
YINSH,2003,2,2,30,60,9,['Abstract Strategy'],"['Catch the Leader', 'Grid Movement', 'Pattern Building']",9146,7.70878,2.6453
XCOM: The Board Game,2015,1,4,60,120,14,"['Real-time', 'Science Fiction', 'Video Game Theme']","['Cooperative Game', 'Dice Rolling', 'Hand Management', 'Push Your Luck', 'Real-Time', 'Variable Player Powers']",9124,6.99583,2.9099
Kanagawa,2016,2,4,45,45,10,"['Animals', 'Card Game']","['Hand Management', 'Open Drafting', 'Pattern Building', 'Push Your Luck', 'Set Collection', 'Turn Order: Claim Action', 'Worker Placement']",9111,7.02425,2.0049
Twice as Clever!,2019,1,4,30,30,10,"['Dice', 'Number']","['Dice Rolling', 'Paper-and-Pencil', 'Re-rolling and Locking', 'Solo / Solitaire Game']",9099,7.43673,2.2826
Rococo,2013,2,5,60,120,12,"['Age of Reason', 'Economic']","['Action Retrieval', 'Area Majority / Influence', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting', 'Set Collection', 'Turn Order: Claim Action']",9099,7.58295,3.0839
Colosseum,2007,3,5,60,90,10,"['Ancient', 'Negotiation']","['Auction/Bidding', 'Dice Rolling', 'Roll / Spin and Move', 'Set Collection', 'Trading']",9029,7.20136,2.7557
Gùgōng,2018,1,5,60,90,12,"['Medieval', 'Travel']","['Area Majority / Influence', 'Hand Management', 'Set Collection', 'Worker Placement']",9021,7.43917,3.0739
Praga Caput Regni,2020,1,4,45,150,14,"['City Building', 'Medieval', 'Puzzle']","['Area Majority / Influence', 'Enclosure', 'End Game Bonuses', 'Hexagon Grid', 'Income', 'Three Dimensional Movement', 'Tile Placement', 'Track Movement', 'Variable Set-up']",9018,7.8966,3.7394
Elfenland,1998,2,6,60,60,10,"['Fantasy', 'Travel']","['Hand Management', 'Network and Route Building', 'Open Drafting', 'Point to Point Movement']",9001,6.67594,2.1526
Once Upon a Time: The Storytelling Card Game,1993,2,6,30,30,8,"['Card Game', 'Humor', 'Party Game', 'Real-time']","['Hand Management', 'Interrupts', 'Storytelling', 'Voting']",8991,6.36794,1.3661
Dune,2019,2,6,120,180,14,"['Bluffing', 'Fighting', 'Negotiation', 'Novel-based', 'Political', 'Science Fiction', 'Wargame']","['Alliances', 'Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Bribery', 'Card Play Conflict Resolution', 'Force Commitment', 'Map Deformation', 'Negotiation', 'Predictive Bid', 'Roles with Asymmetric Information', 'Take That', 'Variable Player Powers']",8999,7.93844,3.9924
Spartacus: A Game of Blood and Treachery,2012,3,4,120,180,17,"['Ancient', 'Dice', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Negotiation']","['Auction/Bidding', 'Betting and Bluffing', 'Bribery', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Movement Points', 'Sudden Death Ending', 'Trading', 'Variable Player Powers']",8974,7.46557,2.7241
BANG! The Bullet!,2007,3,8,20,40,8,"['American West', 'Bluffing', 'Card Game', 'Deduction', 'Fighting', 'Humor']","['Hand Management', 'Hidden Roles', 'Player Elimination', 'Take That', 'Team-Based Game', 'Variable Player Powers']",8970,6.91885,1.8471
Pulsar 2849,2017,2,4,60,90,14,"['Dice', 'Science Fiction', 'Space Exploration']","['Dice Rolling', 'Open Drafting', 'Point to Point Movement', 'Worker Placement with Dice Workers']",8964,7.6592,3.3458
Cubitos,2021,2,4,30,60,10,"['Dice', 'Racing']","['Catch the Leader', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Dice Rolling', 'Market', 'Push Your Luck', 'Race', 'Re-rolling and Locking', 'Variable Set-up']",8969,7.41076,2.1848
Fairy Tale,2004,2,5,30,30,10,"['Card Game', 'Fantasy']","['Closed Drafting', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection']",8946,6.70396,1.7678
Shadow Hunters,2005,4,8,60,60,10,"['Adventure', 'Bluffing', 'Card Game', 'Deduction', 'Horror', 'Party Game']","['Dice Rolling', 'Hidden Roles', 'Player Elimination', 'Team-Based Game', 'Variable Player Powers']",8924,6.82565,1.8224
Nexus Ops,2005,2,4,90,90,12,"['Exploration', 'Fighting', 'Science Fiction', 'Wargame']","['Area Majority / Influence', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'King of the Hill', 'Modular Board', 'Take That', 'Team-Based Game']",8918,7.20981,2.2329
Checkers,1150,2,2,30,30,6,"['Abstract Strategy', 'Comic Book / Strip']","['Grid Movement', 'Pattern Movement', 'Square Grid', 'Static Capture']",8872,4.92598,1.7152
Commands & Colors: Ancients,2006,2,2,60,60,12,"['Ancient', 'Wargame']","['Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Simulation']",8843,7.77881,2.6918
Imperial,2006,2,6,120,180,13,"['Economic', 'Nautical', 'Political']","['Advantage Token', 'Area Majority / Influence', 'Area Movement', 'Investment', 'Ownership', 'Rondel', 'Stock Holding', 'Victory Points as a Resource']",8825,7.59627,3.5638
FUSE,2015,1,5,10,10,10,"['Action / Dexterity', 'Dice', 'Real-time', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Die Icon Resolution', 'Elapsed Real Time Ending', 'Open Drafting', 'Pattern Building', 'Real-Time', 'Solo / Solitaire Game']",8824,6.99847,1.6606
Niagara,2004,3,5,30,45,8,['Nautical'],"['Bias', 'Hand Management', 'Pick-up and Deliver', 'Set Collection', 'Simultaneous Action Selection', 'Slide/Push']",8803,6.45562,1.838
Mr. Jack Pocket,2010,2,2,15,15,14,"['Bluffing', 'Deduction', 'Murder/Mystery', 'Post-Napoleonic']","['Hidden Movement', 'Map Deformation', 'Modular Board']",8800,6.83948,1.8218
Taluva,2006,2,4,45,45,8,"['Abstract Strategy', 'Territory Building']","['Chaining', 'Layering', 'Pattern Building', 'Race', 'Static Capture', 'Sudden Death Ending', 'Team-Based Game', 'Tile Placement']",8763,7.14288,2.2539
The Red Dragon Inn,2007,2,4,45,45,13,"['Card Game', 'Fantasy', 'Humor', 'Medieval', 'Party Game']","['Betting and Bluffing', 'Hand Management', 'Player Elimination', 'Take That', 'Variable Player Powers']",8742,6.55206,1.6608
Dominion: Alchemy,2010,2,4,30,30,13,"['Card Game', 'Expansion for Base-game', 'Medieval']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting']",8743,6.9247,2.4556
Blue Moon City,2006,2,4,30,50,14,"['City Building', 'Fantasy']","['Area Majority / Influence', 'Grid Movement', 'Hand Management', 'Modular Board', 'Set Collection']",8683,7.03937,2.2897
Eight-Minute Empire,2012,2,5,8,20,13,"['Card Game', 'Territory Building']","['Area Majority / Influence', 'Area Movement', 'Auction: Dutch', 'Open Drafting', 'Set Collection']",8680,6.55177,1.6253
